index,n_methods,total_time_min,baseline_equal_gCO2,rel_diff_median,rel_diff_p10,rel_diff_p90,abs_rel_diff_median,abs_rel_diff_p90
E2264,3,75,74.98274019460698,-0.0010877305643301354,-0.02639188196031752,0.026789282241943418,0.015143962403481632,0.032983230547721204
E2265,2,30,67.57358463651227,0.0,0.0,0.0,0.0,0.0
E2266,2,20,8.118054811793737,2.1881557597019388e-16,0.0,4.3763115194038776e-16,2.1881557597019388e-16,4.3763115194038776e-16
E2267,2,20,16.8308726375045,0.0006731494232958518,-0.038828998984494045,0.0426269603265292,0.022604511180870215,0.05169309481518424
E2272,2,45,21.86185580495733,0.00018919006604276674,-0.06666631160648524,0.06350617713438599,0.03654609958198139,0.08380689761747263
E2274,2,25,59.866963444292075,0.00015274099572014534,-0.014207967591633695,0.014443335946348035,0.007466791328219579,0.017103134868618915
E2276,2,25,59.84413619633567,-0.0009006867257116939,-0.01440188496938241,0.014203521807312736,0.007805538626788096,0.017280128149847085
E2278,2,60,24.217200947642795,1.467020770270442e-16,0.0,2.934041540540884e-16,1.467020770270442e-16,2.934041540540884e-16
E2279,2,60,24.880445705429025,0.000764605266047186,-0.08123335700113754,0.07776177946299614,0.04493210784039928,0.09833796778238801
E2280,2,90,36.43645878865766,0.0,-1.9500872460780567e-16,0.0,0.0,1.9500872460780567e-16
E2282,2,50,549.7903257809264,-0.00032762606198569004,-0.14056272260435576,0.14770815759545558,0.0809254590917419,0.18033224026442427
E2285,3,20,60.22518957007867,0.0005438163047701283,-0.008829328233294036,0.008508149145761403,0.0046520065352331705,0.010276107064169412
E2287,2,30,12.142841345756002,1.4628840061565148e-16,-1.4628840061565148e-16,1.4628840061565148e-16,1.4628840061565148e-16,1.4628840061565148e-16
E2288,2,10,14.818479370523367,0.0018565984271524992,-0.022043232393306546,0.023326630487167717,0.011777539982162976,0.029050913529246075
E2289,4,120,91.79078558415506,-0.002028543256004384,-0.029696477677917908,0.032491732334012376,0.016749359233047927,0.03954932150070352
E229,2,60,24.217200947642795,1.467020770270442e-16,0.0,2.934041540540884e-16,1.467020770270442e-16,2.934041540540884e-16
E2290,2,60,66.88751263076963,-0.0010007069309394023,-0.029264268660633468,0.030690959626978254,0.015806192969535077,0.037814441899592766
E2292,2,30,18.866093152442033,0.00223655119763568,-0.046905690203129805,0.05740452714621896,0.02818267986316576,0.06845756997214483
E2293,3,60,75.64598495239319,-8.901364760719355e-05,-0.01953502042200151,0.020468587317617058,0.011351041359071348,0.025478988362309784
E2294,2,60,24.36209918677086,1.4582953839748343e-16,0.0,2.9165907679496687e-16,1.4582953839748343e-16,2.9165907679496687e-16
E2295,2,15,6.2505597839406715,0.0,0.0,2.8419164055740694e-16,0.0,2.8419164055740694e-16
E2299,2,15,15.847503251970336,-0.0012025746220059009,-0.02976402245757469,0.028541575702634964,0.014386179996355376,0.037546681946740726
E2300,3,20,137.43486378915225,-0.003897077070612733,-0.17397162770133576,0.17454639190288895,0.10506341318947396,0.2223779667608473
E2302,3,60,70.9579536606447,0.0004731468122261992,-0.021760021605085365,0.019804561357335597,0.010631648813920602,0.025921574347217174
E2303,2,45,454.5785969493715,-0.006886049023966744,-0.16986182853629125,0.16048689611227485,0.08526024250969448,0.1978944611905731
E2304,2,20,8.118054811793737,2.1881557597019388e-16,0.0,4.3763115194038776e-16,2.1881557597019388e-16,4.3763115194038776e-16
E2313,2,25,59.989034435463736,-0.0006414116755636462,-0.014260608009156787,0.012071324925563613,0.007002545330741411,0.016949534459721416
E2316,2,25,67.57358463651227,0.0,0.0,0.0,0.0,0.0
E2317,2,20,8.118054811793737,2.1881557597019388e-16,0.0,4.3763115194038776e-16,2.1881557597019388e-16,4.3763115194038776e-16
E2318,2,15,57.85457017731094,-0.0001397684125246209,-0.009147173687396083,0.008650271358101008,0.004759331252259278,0.011126123748993648
E2325,3,15,103.09326827783147,0.008353188495848764,-0.16422375987598542,0.18790628387390265,0.09513453067000968,0.21619059849603023
E2327,2,35,14.15523461273714,-2.5098232392444447e-16,-3.764734858866667e-16,-1.2549116196222224e-16,2.5098232392444447e-16,3.764734858866667e-16
E2328,2,20,8.118054811793737,2.1881557597019388e-16,0.0,4.3763115194038776e-16,2.1881557597019388e-16,4.3763115194038776e-16
E2330,2,20,8.118054811793737,2.1881557597019388e-16,0.0,4.3763115194038776e-16,2.1881557597019388e-16,4.3763115194038776e-16
E2332,3,20,70.30243015506659,-0.00021636306154801206,-0.007199042704933642,0.007144650705702999,0.004073028171211418,0.008948242355279294
E2334,2,35,14.15523461273714,-2.5098232392444447e-16,-3.764734858866667e-16,0.0,2.5098232392444447e-16,3.764734858866667e-16
E2339,2,30,60.850332829826236,-0.0010150529018978496,-0.01722943324756246,0.016514821242216923,0.008459032434423423,0.02002389541193379
E234,3,10,69.0829056349175,0.0001867591018372688,-0.0036264703159261053,0.0036985660277969175,0.002073272986238349,0.004361362683853884
E2341,2,90,36.41363154070126,-1.9513097312633939e-16,-3.9026194625267877e-16,0.0,1.9513097312633939e-16,3.9026194625267877e-16
E2342,2,5,55.84217691032981,-8.393387879512866e-05,-0.0030710339207694034,0.0030092489729511805,0.0015641456132046727,0.0036331167866948265
E2345,2,25,10.13044807877487,0.0,-1.7534829906705122e-16,1.7534829906705122e-16,1.7534829906705122e-16,1.7534829906705122e-16
